2024-03-19 15:57:55.012 | INPUT  | DEBUG    | list 
2024-03-19 15:57:58.152 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.153 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.155 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.158 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.159 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.162 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.164 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.167 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.169 | OUTPUT | DEBUG    | Address: 0x2f 
2024-03-19 15:57:58.171 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.174 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.179 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716f9b85a7 
2024-03-19 15:57:58.182 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.185 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.190 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716f9b85a7 
2024-03-19 15:57:58.192 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.196 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.199 | OUTPUT | DEBUG    | Component Address: 0x2f 
2024-03-19 15:57:58.200 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.205 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.206 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.208 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.210 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.212 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.214 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.216 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.220 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.222 | OUTPUT | DEBUG    | Address: 0x30 
2024-03-19 15:57:58.224 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.227 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.232 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71d92e746c 
2024-03-19 15:57:58.234 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.238 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.243 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71d92e746c 
2024-03-19 15:57:58.245 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.249 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.252 | OUTPUT | DEBUG    | Component Address: 0x30 
2024-03-19 15:57:58.253 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.258 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.259 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.261 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.263 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.265 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.268 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.269 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.272 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.274 | OUTPUT | DEBUG    | Address: 0x31 
2024-03-19 15:57:58.277 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.280 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.285 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71f043eb6f 
2024-03-19 15:57:58.287 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.291 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.297 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71f043eb6f 
2024-03-19 15:57:58.298 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.302 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.305 | OUTPUT | DEBUG    | Component Address: 0x31 
2024-03-19 15:57:58.306 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.310 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.312 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.314 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.316 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.318 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.320 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.322 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.325 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.327 | OUTPUT | DEBUG    | Address: 0x32 
2024-03-19 15:57:58.329 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.332 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.338 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc718bab3a61 
2024-03-19 15:57:58.340 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.343 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.349 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc718bab3a61 
2024-03-19 15:57:58.351 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.355 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.358 | OUTPUT | DEBUG    | Component Address: 0x32 
2024-03-19 15:57:58.359 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.363 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.365 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.367 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.369 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.371 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.373 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.375 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.378 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.380 | OUTPUT | DEBUG    | Address: 0x33 
2024-03-19 15:57:58.382 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.385 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.391 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc719fd06750 
2024-03-19 15:57:58.393 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.396 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.402 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc719fd06750 
2024-03-19 15:57:58.404 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.408 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.410 | OUTPUT | DEBUG    | Component Address: 0x33 
2024-03-19 15:57:58.412 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.416 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.418 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.420 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.422 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.424 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.426 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.428 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.431 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.433 | OUTPUT | DEBUG    | Address: 0x34 
2024-03-19 15:57:58.435 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.438 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.444 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71881a3c7c 
2024-03-19 15:57:58.446 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.449 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.455 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71881a3c7c 
2024-03-19 15:57:58.457 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.461 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.463 | OUTPUT | DEBUG    | Component Address: 0x34 
2024-03-19 15:57:58.465 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.469 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.471 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.473 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.476 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.477 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.479 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.481 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.484 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.486 | OUTPUT | DEBUG    | Address: 0x35 
2024-03-19 15:57:58.488 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.491 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.496 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71ad121798 
2024-03-19 15:57:58.499 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.502 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.507 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71ad121798 
2024-03-19 15:57:58.510 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.514 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.516 | OUTPUT | DEBUG    | Component Address: 0x35 
2024-03-19 15:57:58.518 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.522 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.523 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.526 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.528 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.530 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.532 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.534 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.537 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.539 | OUTPUT | DEBUG    | Address: 0x37 
2024-03-19 15:57:58.541 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.544 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.549 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71d76c00c5 
2024-03-19 15:57:58.552 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.555 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.560 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71d76c00c5 
2024-03-19 15:57:58.562 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.566 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.569 | OUTPUT | DEBUG    | Component Address: 0x37 
2024-03-19 15:57:58.571 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.575 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.576 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.578 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.580 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.582 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.585 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.587 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.590 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.592 | OUTPUT | DEBUG    | Address: 0x38 
2024-03-19 15:57:58.594 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.597 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.602 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71e3c246b8 
2024-03-19 15:57:58.605 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.608 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.613 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71e3c246b8 
2024-03-19 15:57:58.615 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.619 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.622 | OUTPUT | DEBUG    | Component Address: 0x38 
2024-03-19 15:57:58.624 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.628 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.629 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.631 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.634 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.636 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.638 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.640 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.643 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.645 | OUTPUT | DEBUG    | Address: 0x39 
2024-03-19 15:57:58.647 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.650 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.655 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71490d32f1 
2024-03-19 15:57:58.658 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.661 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.666 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71490d32f1 
2024-03-19 15:57:58.668 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.672 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.675 | OUTPUT | DEBUG    | Component Address: 0x39 
2024-03-19 15:57:58.676 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.681 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.682 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.684 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.686 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.688 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.690 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.693 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.696 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.698 | OUTPUT | DEBUG    | Address: 0x3a 
2024-03-19 15:57:58.700 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.703 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.708 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716a02d053 
2024-03-19 15:57:58.711 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.715 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.719 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716a02d053 
2024-03-19 15:57:58.721 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.725 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.728 | OUTPUT | DEBUG    | Component Address: 0x3a 
2024-03-19 15:57:58.730 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.734 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.735 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.738 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.739 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.741 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.743 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.745 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.748 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.751 | OUTPUT | DEBUG    | Address: 0x3b 
2024-03-19 15:57:58.753 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.756 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.761 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71ee7da404 
2024-03-19 15:57:58.763 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.767 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.773 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71ee7da404 
2024-03-19 15:57:58.774 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.778 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.781 | OUTPUT | DEBUG    | Component Address: 0x3b 
2024-03-19 15:57:58.782 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.786 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.788 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.790 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.792 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.794 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.796 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.798 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.801 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.803 | OUTPUT | DEBUG    | Address: 0x3c 
2024-03-19 15:57:58.805 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.809 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.814 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71bf6d40dc 
2024-03-19 15:57:58.816 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.820 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.825 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71bf6d40dc 
2024-03-19 15:57:58.827 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.831 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.834 | OUTPUT | DEBUG    | Component Address: 0x3c 
2024-03-19 15:57:58.835 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.839 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.841 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.843 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.845 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.847 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.849 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.851 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.854 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.856 | OUTPUT | DEBUG    | Address: 0x3d 
2024-03-19 15:57:58.859 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.861 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.867 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71ab5cbb83 
2024-03-19 15:57:58.869 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.872 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.878 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71ab5cbb83 
2024-03-19 15:57:58.880 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.884 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.886 | OUTPUT | DEBUG    | Component Address: 0x3d 
2024-03-19 15:57:58.888 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.892 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.894 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.896 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.898 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.900 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.902 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.904 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.907 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.909 | OUTPUT | DEBUG    | Address: 0x3e 
2024-03-19 15:57:58.911 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.914 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.920 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71384344ef 
2024-03-19 15:57:58.922 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.925 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.931 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71384344ef 
2024-03-19 15:57:58.933 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.937 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.939 | OUTPUT | DEBUG    | Component Address: 0x3e 
2024-03-19 15:57:58.941 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.945 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:58.947 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:58.949 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.951 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:58.953 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:58.955 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:58.957 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:58.960 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:58.962 | OUTPUT | DEBUG    | Address: 0x3f 
2024-03-19 15:57:58.964 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:58.967 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:58.973 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7102018379 
2024-03-19 15:57:58.975 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:58.978 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:58.984 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7102018379 
2024-03-19 15:57:58.986 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:58.990 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:58.992 | OUTPUT | DEBUG    | Component Address: 0x3f 
2024-03-19 15:57:58.994 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:58.998 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:59.000 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:59.002 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:59.004 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:59.006 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:59.008 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:59.010 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:59.013 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:59.015 | OUTPUT | DEBUG    | Address: 0x40 
2024-03-19 15:57:59.017 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:59.020 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:59.026 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71835132ce 
